Drug,Dose,Units,Hours,BioRep,TechRep,Target,Count
TGFbInhibitor1D11,0,ug/mL,72,1,3,PTHrP,0.3744982
TGFbInhibitor1D11,0,ug/mL,72,2,1,PTHrP,1.136210069
TGFbInhibitor1D11,0,ug/mL,72,2,2,PTHrP,0.481485876
TGFbInhibitor1D11,0,ug/mL,72,2,3,PTHrP,1.158723441
TGFbInhibitor1D11,0,ug/mL,72,3,1,PTHrP,0.687482666
TGFbInhibitor1D11,0,ug/mL,72,3,2,PTHrP,0.441461781
TGFbInhibitor1D11,0,ug/mL,72,3,3,PTHrP,0.421419043
TGFbInhibitor1D11,10,ug/mL,72,2,1,PTHrP,0.317581996
TGFbInhibitor1D11,10,ug/mL,72,2,2,PTHrP,0.301874115
TGFbInhibitor1D11,10,ug/mL,72,2,3,PTHrP,0.500070504
TGFbInhibitor1D11,10,ug/mL,72,3,1,PTHrP,0.188104823
TGFbInhibitor1D11,10,ug/mL,72,3,2,PTHrP,0.342807976
Gli2InhibitorGANT58,0,uM,24,2,1,PTHrP,0.69614705
Gli2InhibitorGANT58,0,uM,24,2,2,PTHrP,0.326096867
Gli2InhibitorGANT58,0,uM,24,2,3,PTHrP,0.227767029
Gli2InhibitorGANT58,0,uM,24,3,1,PTHrP,0.647673832
Gli2InhibitorGANT58,0,uM,24,3,2,PTHrP,0.321097579
Gli2InhibitorGANT58,0,uM,24,3,3,PTHrP,0.178341896
Gli2InhibitorGANT58,0,uM,24,4,1,PTHrP,2.393507129
Gli2InhibitorGANT58,0,uM,24,4,2,PTHrP,1.087601941
Gli2InhibitorGANT58,0,uM,24,4,3,PTHrP,0.836011743
Gli2InhibitorGANT58,5,uM,24,1,1,PTHrP,0.407561773
Gli2InhibitorGANT58,5,uM,24,1,2,PTHrP,0.255185637
Gli2InhibitorGANT58,5,uM,24,1,3,PTHrP,0.280012233
Gli2InhibitorGANT58,10,uM,24,1,1,PTHrP,0.552809242
Gli2InhibitorGANT58,10,uM,24,1,2,PTHrP,0.535055588
Gli2InhibitorGANT58,10,uM,24,1,3,PTHrP,0.281992972
Gli2InhibitorGANT58,10,uM,24,2,1,PTHrP,0.915408539
Gli2InhibitorGANT58,10,uM,24,2,2,PTHrP,0.413303831
Gli2InhibitorGANT58,10,uM,24,2,3,PTHrP,0.256726122
Gli2InhibitorGANT58,10,uM,24,3,1,PTHrP,0.351030689
Gli2InhibitorGANT58,10,uM,24,3,2,PTHrP,0.204616472
Gli2InhibitorGANT58,10,uM,24,3,3,PTHrP,0.101187973
Gli2InhibitorGANT58,10,uM,24,4,1,PTHrP,0.711851143
Gli2InhibitorGANT58,10,uM,24,4,2,PTHrP,0.426371328
Gli2InhibitorGANT58,10,uM,24,4,3,PTHrP,0.269348544
Gli2InhibitorGANT58,20,uM,24,1,1,PTHrP,0.510591077
Gli2InhibitorGANT58,20,uM,24,1,2,PTHrP,0.308144692
Gli2InhibitorGANT58,20,uM,24,1,3,PTHrP,0.205699002
Gli2InhibitorGANT58,20,uM,24,2,1,PTHrP,0.845501548
Gli2InhibitorGANT58,20,uM,24,2,2,PTHrP,0.366245189
Gli2InhibitorGANT58,20,uM,24,2,3,PTHrP,0.231585992
Gli2InhibitorGANT58,20,uM,24,3,1,PTHrP,0.831296399
Gli2InhibitorGANT58,20,uM,24,3,2,PTHrP,0.361119397
Gli2InhibitorGANT58,20,uM,24,3,3,PTHrP,0.188991762
Gli2InhibitorGANT58,20,uM,24,4,1,PTHrP,1.838907062
Gli2InhibitorGANT58,20,uM,24,4,2,PTHrP,1.044535743
Gli2InhibitorGANT58,20,uM,24,4,3,PTHrP,0.544778128
Gli2InhibitorGANT58,40,uM,24,1,1,PTHrP,1.553880361
Gli2InhibitorGANT58,40,uM,24,1,2,PTHrP,0.616280916
Gli2InhibitorGANT58,40,uM,24,1,3,PTHrP,0.892857643
Gli2InhibitorGANT58,40,uM,24,2,1,PTHrP,1.360978923
Gli2InhibitorGANT58,40,uM,24,2,2,PTHrP,0.996203702
Gli2InhibitorGANT58,40,uM,24,2,3,PTHrP,0.323270405
Gli2InhibitorGANT58,40,uM,24,3,1,PTHrP,0.706817511
Gli2InhibitorGANT58,40,uM,24,3,2,PTHrP,0.339841837
Gli2InhibitorGANT58,40,uM,24,3,3,PTHrP,0.206523762
Gli2InhibitorGANT58,40,uM,24,4,1,PTHrP,0.675822309
Gli2InhibitorGANT58,40,uM,24,4,2,PTHrP,0.63404904
Gli2InhibitorGANT58,40,uM,24,4,3,PTHrP,0.281977384
Gli2InhibitorGANT58,80,uM,24,1,1,PTHrP,0.722262124
Gli2InhibitorGANT58,80,uM,24,1,2,PTHrP,0.394062327
Gli2InhibitorGANT58,80,uM,24,1,3,PTHrP,0.239418621
Gli2InhibitorGANT58,80,uM,24,2,1,PTHrP,0.620860026
Gli2InhibitorGANT58,80,uM,24,2,2,PTHrP,0.46755868
Gli2InhibitorGANT58,80,uM,24,2,3,PTHrP,0.242611011
Gli2InhibitorGANT58,80,uM,24,3,1,PTHrP,0.359765706
Gli2InhibitorGANT58,80,uM,24,3,2,PTHrP,0.387746841
Gli2InhibitorGANT58,80,uM,24,3,3,PTHrP,0.200031079
Gli2InhibitorGANT58,80,uM,24,4,1,PTHrP,0.072228549
Gli2InhibitorGANT58,80,uM,24,4,2,PTHrP,0.054570351
Gli2InhibitorGANT58,80,uM,24,4,3,PTHrP,0.038405166
Gli2InhibitorGANT58,0,uM,48,1,1,PTHrP,0.698446329
Gli2InhibitorGANT58,0,uM,48,1,2,PTHrP,0.731509967
Gli2InhibitorGANT58,0,uM,48,1,3,PTHrP,0.580460491
Gli2InhibitorGANT58,0,uM,48,2,1,PTHrP,0.571074275
Gli2InhibitorGANT58,0,uM,48,2,2,PTHrP,0.431283253
Gli2InhibitorGANT58,0,uM,48,2,3,PTHrP,0.396399018
Gli2InhibitorGANT58,0,uM,48,3,1,PTHrP,0.35565311
Gli2InhibitorGANT58,0,uM,48,3,2,PTHrP,0.365882545
Gli2InhibitorGANT58,0,uM,48,3,3,PTHrP,0.313953786
Gli2InhibitorGANT58,0,uM,48,4,1,PTHrP,0.633420443
Gli2InhibitorGANT58,0,uM,48,4,2,PTHrP,0.637303563
Gli2InhibitorGANT58,0,uM,48,4,3,PTHrP,0.657340714
Gli2InhibitorGANT58,5,uM,48,1,1,PTHrP,0.362081249
Gli2InhibitorGANT58,5,uM,48,1,2,PTHrP,0.362548199
Gli2InhibitorGANT58,5,uM,48,1,3,PTHrP,0.340533164
Gli2InhibitorGANT58,5,uM,48,2,1,PTHrP,0.37059662
Gli2InhibitorGANT58,5,uM,48,2,2,PTHrP,0.337246284
Gli2InhibitorGANT58,5,uM,48,2,3,PTHrP,0.370784872
Gli2InhibitorGANT58,5,uM,48,3,1,PTHrP,0.233034541
Gli2InhibitorGANT58,5,uM,48,3,2,PTHrP,0.266155639
Gli2InhibitorGANT58,5,uM,48,3,3,PTHrP,0.207778969
Gli2InhibitorGANT58,5,uM,48,4,1,PTHrP,0.201838523
Gli2InhibitorGANT58,5,uM,48,4,2,PTHrP,0.236401096
Gli2InhibitorGANT58,5,uM,48,4,3,PTHrP,0.188696882
Gli2InhibitorGANT58,10,uM,48,1,1,PTHrP,0.328289453
Gli2InhibitorGANT58,10,uM,48,1,2,PTHrP,0.401356745
Gli2InhibitorGANT58,10,uM,48,1,3,PTHrP,0.354927291
Gli2InhibitorGANT58,10,uM,48,2,1,PTHrP,0.346443806
Gli2InhibitorGANT58,10,uM,48,2,2,PTHrP,0.309115385
Gli2InhibitorGANT58,10,uM,48,2,3,PTHrP,0.296998837
Gli2InhibitorGANT58,10,uM,48,3,1,PTHrP,0.198761364
Gli2InhibitorGANT58,10,uM,48,3,2,PTHrP,0.21244989
Gli2InhibitorGANT58,10,uM,48,3,3,PTHrP,0.191501804
Gli2InhibitorGANT58,10,uM,48,4,1,PTHrP,0.328733386
Gli2InhibitorGANT58,10,uM,48,4,2,PTHrP,0.197663779
Gli2InhibitorGANT58,10,uM,48,4,3,PTHrP,0.230064345
Gli2InhibitorGANT58,20,uM,48,1,1,PTHrP,0.149879694
Gli2InhibitorGANT58,20,uM,48,1,2,PTHrP,0.16072559
Gli2InhibitorGANT58,20,uM,48,1,3,PTHrP,0.174037566
Gli2InhibitorGANT58,20,uM,48,2,1,PTHrP,0.303029754
Gli2InhibitorGANT58,20,uM,48,2,2,PTHrP,0.291677813
Gli2InhibitorGANT58,20,uM,48,2,3,PTHrP,0.284142283
Gli2InhibitorGANT58,20,uM,48,3,1,PTHrP,0.303216654
Gli2InhibitorGANT58,20,uM,48,3,2,PTHrP,0.329581018
Gli2InhibitorGANT58,20,uM,48,3,3,PTHrP,0.325662028
Gli2InhibitorGANT58,20,uM,48,4,1,PTHrP,0.310876299
Gli2InhibitorGANT58,20,uM,48,4,2,PTHrP,0.326067234
Gli2InhibitorGANT58,20,uM,48,4,3,PTHrP,0.283086822
Gli2InhibitorGANT58,40,uM,48,1,1,PTHrP,0.461946577
Gli2InhibitorGANT58,40,uM,48,1,2,PTHrP,0.52015118
Gli2InhibitorGANT58,40,uM,48,1,3,PTHrP,0.454755258
Gli2InhibitorGANT58,40,uM,48,2,1,PTHrP,0.353973132
Gli2InhibitorGANT58,40,uM,48,2,2,PTHrP,0.428180134
Gli2InhibitorGANT58,40,uM,48,2,3,PTHrP,0.419351992
Gli2InhibitorGANT58,40,uM,48,3,1,PTHrP,0.376337825
Gli2InhibitorGANT58,40,uM,48,3,2,PTHrP,0.346345738
Gli2InhibitorGANT58,40,uM,48,3,3,PTHrP,0.302805331
Gli2InhibitorGANT58,40,uM,48,4,1,PTHrP,0.313844974
Gli2InhibitorGANT58,40,uM,48,4,2,PTHrP,0.382881353
Gli2InhibitorGANT58,40,uM,48,4,3,PTHrP,0.361312534
Gli2InhibitorGANT58,80,uM,48,1,1,PTHrP,0.454358258
Gli2InhibitorGANT58,80,uM,48,1,2,PTHrP,0.411472937
Gli2InhibitorGANT58,80,uM,48,1,3,PTHrP,0.447051355
Gli2InhibitorGANT58,80,uM,48,2,1,PTHrP,0.441968288
Gli2InhibitorGANT58,80,uM,48,2,2,PTHrP,0.450086547
Gli2InhibitorGANT58,80,uM,48,2,3,PTHrP,0.471235061
Gli2InhibitorGANT58,80,uM,48,3,1,PTHrP,0.358002581
Gli2InhibitorGANT58,80,uM,48,3,2,PTHrP,0.406529028
Gli2InhibitorGANT58,80,uM,48,3,3,PTHrP,0.40581944
Gli2InhibitorGANT58,80,uM,48,4,1,PTHrP,0.403935515
Gli2InhibitorGANT58,80,uM,48,4,2,PTHrP,0.454274837
Gli2InhibitorGANT58,80,uM,48,4,3,PTHrP,0.396372785
Gli2InhibitorGANT58,0,uM,72,2,1,PTHrP,0.318053917
Gli2InhibitorGANT58,0,uM,72,2,2,PTHrP,0.308500147
Gli2InhibitorGANT58,0,uM,72,2,3,PTHrP,0.283618912
Gli2InhibitorGANT58,0,uM,72,3,1,PTHrP,0.302837103
Gli2InhibitorGANT58,0,uM,72,3,2,PTHrP,0.326984416
Gli2InhibitorGANT58,0,uM,72,3,3,PTHrP,0.259870111
Gli2InhibitorGANT58,0,uM,72,4,1,PTHrP,0.435694311
Gli2InhibitorGANT58,0,uM,72,4,2,PTHrP,0.264717318
Gli2InhibitorGANT58,0,uM,72,4,3,PTHrP,0.206964681
Gli2InhibitorGANT58,5,uM,72,1,1,PTHrP,0.095709306
Gli2InhibitorGANT58,5,uM,72,1,2,PTHrP,0.103612044
Gli2InhibitorGANT58,5,uM,72,1,3,PTHrP,0.085738526
Gli2InhibitorGANT58,5,uM,72,2,1,PTHrP,0.230417939
Gli2InhibitorGANT58,5,uM,72,2,2,PTHrP,0.179267248
Gli2InhibitorGANT58,5,uM,72,2,3,PTHrP,0.063637233
Gli2InhibitorGANT58,5,uM,72,3,1,PTHrP,0.112023663
Gli2InhibitorGANT58,5,uM,72,3,2,PTHrP,0.097897996
Gli2InhibitorGANT58,5,uM,72,3,3,PTHrP,0.101760117
Gli2InhibitorGANT58,5,uM,72,4,1,PTHrP,0.169936376
Gli2InhibitorGANT58,5,uM,72,4,2,PTHrP,0.175009306
Gli2InhibitorGANT58,5,uM,72,4,3,PTHrP,0.186849281
Gli2InhibitorGANT58,10,uM,72,1,1,PTHrP,0.254339928
Gli2InhibitorGANT58,10,uM,72,1,2,PTHrP,0.35316534
Gli2InhibitorGANT58,10,uM,72,1,3,PTHrP,0.317121563
Gli2InhibitorGANT58,10,uM,72,3,1,PTHrP,0.152192248
Gli2InhibitorGANT58,10,uM,72,3,2,PTHrP,0.169374774
Gli2InhibitorGANT58,10,uM,72,3,3,PTHrP,0.188564467
Gli2InhibitorGANT58,10,uM,72,4,1,PTHrP,0.135229306
Gli2InhibitorGANT58,10,uM,72,4,2,PTHrP,0.106462468
Gli2InhibitorGANT58,10,uM,72,4,3,PTHrP,0.147319158
Gli2InhibitorGANT58,20,uM,72,2,1,PTHrP,0.199865982
Gli2InhibitorGANT58,20,uM,72,2,2,PTHrP,0.164991965
Gli2InhibitorGANT58,20,uM,72,2,3,PTHrP,0.169903125
Gli2InhibitorGANT58,20,uM,72,3,1,PTHrP,0.191894979
Gli2InhibitorGANT58,20,uM,72,3,2,PTHrP,0.212767875
Gli2InhibitorGANT58,20,uM,72,3,3,PTHrP,0.200503479
Gli2InhibitorGANT58,20,uM,72,4,1,PTHrP,0.334023253
Gli2InhibitorGANT58,20,uM,72,4,2,PTHrP,0.291488726
Gli2InhibitorGANT58,20,uM,72,4,3,PTHrP,0.374190422
Gli2InhibitorGANT58,40,uM,72,1,1,PTHrP,0.543145537
Gli2InhibitorGANT58,40,uM,72,1,2,PTHrP,0.542702929
Gli2InhibitorGANT58,40,uM,72,1,3,PTHrP,0.606618897
Gli2InhibitorGANT58,40,uM,72,2,1,PTHrP,0.103783237
Gli2InhibitorGANT58,40,uM,72,2,2,PTHrP,0.101153279
Gli2InhibitorGANT58,40,uM,72,2,3,PTHrP,0.154456104
Gli2InhibitorGANT58,40,uM,72,3,1,PTHrP,0.28439364
Gli2InhibitorGANT58,40,uM,72,3,2,PTHrP,0.251159384
Gli2InhibitorGANT58,40,uM,72,3,3,PTHrP,0.324709575
Gli2InhibitorGANT58,40,uM,72,4,1,PTHrP,0.15527788
Gli2InhibitorGANT58,40,uM,72,4,2,PTHrP,0.182938227
Gli2InhibitorGANT58,40,uM,72,4,3,PTHrP,0.14518822
Gli2InhibitorGANT58,80,uM,72,1,1,PTHrP,0.506583138
Gli2InhibitorGANT58,80,uM,72,1,2,PTHrP,0.428474814
Gli2InhibitorGANT58,80,uM,72,1,3,PTHrP,0.627357838
Gli2InhibitorGANT58,80,uM,72,2,1,PTHrP,0.508260215
Gli2InhibitorGANT58,80,uM,72,2,2,PTHrP,0.637383652
Gli2InhibitorGANT58,80,uM,72,2,3,PTHrP,0.627659773
Gli2InhibitorGANT58,80,uM,72,3,1,PTHrP,0.83568005
Gli2InhibitorGANT58,80,uM,72,3,2,PTHrP,0.907823162
Gli2InhibitorGANT58,80,uM,72,3,3,PTHrP,1.000316453
p38MAPKInhibitorSB202190,0,nM,4,1,1,Gli2,0.232583143
p38MAPKInhibitorSB202190,0,nM,4,1,2,Gli2,0.181227737
p38MAPKInhibitorSB202190,0,nM,4,1,3,Gli2,0.240006656
p38MAPKInhibitorSB202190,50,nM,4,1,1,Gli2,0.49761421
p38MAPKInhibitorSB202190,50,nM,4,1,2,Gli2,0.528653815
p38MAPKInhibitorSB202190,50,nM,4,1,3,Gli2,0.266661288
p38MAPKInhibitorSB202190,0,nM,8,1,1,Gli2,0.104849227
p38MAPKInhibitorSB202190,0,nM,8,1,2,Gli2,0.107197765
p38MAPKInhibitorSB202190,0,nM,8,1,3,Gli2,0.124827543
p38MAPKInhibitorSB202190,50,nM,8,1,1,Gli2,0.196682791
p38MAPKInhibitorSB202190,50,nM,8,1,2,Gli2,0.190585857
p38MAPKInhibitorSB202190,50,nM,8,1,3,Gli2,0.196519918
p38MAPKInhibitorSB202190,0,nM,16,1,1,Gli2,0.578598449
p38MAPKInhibitorSB202190,0,nM,16,1,2,Gli2,0.635935226
p38MAPKInhibitorSB202190,0,nM,16,1,3,Gli2,0.549073614
p38MAPKInhibitorSB202190,50,nM,16,1,1,Gli2,0.412003014
p38MAPKInhibitorSB202190,50,nM,16,1,2,Gli2,0.4364181
p38MAPKInhibitorSB202190,50,nM,16,1,3,Gli2,0.435866925
p38MAPKInhibitorSB202190,0,nM,4,1,1,PTHrP,0.29462547
p38MAPKInhibitorSB202190,0,nM,4,1,2,PTHrP,0.296126206
p38MAPKInhibitorSB202190,0,nM,4,1,3,PTHrP,0.304991505
p38MAPKInhibitorSB202190,50,nM,4,1,1,PTHrP,0.097752366
p38MAPKInhibitorSB202190,50,nM,4,1,2,PTHrP,0.097975807
p38MAPKInhibitorSB202190,50,nM,4,1,3,PTHrP,0.097109927
p38MAPKInhibitorSB202190,0,nM,8,1,1,PTHrP,0.314836504
p38MAPKInhibitorSB202190,0,nM,8,1,2,PTHrP,0.315091155
p38MAPKInhibitorSB202190,0,nM,8,1,3,PTHrP,0.386859752
p38MAPKInhibitorSB202190,50,nM,8,1,1,PTHrP,0.068090516
p38MAPKInhibitorSB202190,50,nM,8,1,2,PTHrP,0.087298568
p38MAPKInhibitorSB202190,50,nM,8,1,3,PTHrP,0.079080677
p38MAPKInhibitorSB202190,0,nM,16,1,1,PTHrP,1.506398468
p38MAPKInhibitorSB202190,0,nM,16,1,2,PTHrP,1.401581461
p38MAPKInhibitorSB202190,0,nM,16,1,3,PTHrP,1.347549147
p38MAPKInhibitorSB202190,50,nM,16,1,1,PTHrP,0.471966602
p38MAPKInhibitorSB202190,50,nM,16,1,2,PTHrP,0.516906253
p38MAPKInhibitorSB202190,50,nM,16,1,3,PTHrP,0.546677656
SMAD3InhibitorSIS3,0,uM,4,1,1,Gli2,0.232583143
SMAD3InhibitorSIS3,0,uM,4,1,2,Gli2,0.181227737
SMAD3InhibitorSIS3,0,uM,4,1,3,Gli2,0.240006656
SMAD3InhibitorSIS3,1,uM,4,1,1,Gli2,0.419453698
SMAD3InhibitorSIS3,1,uM,4,1,2,Gli2,0.338105492
SMAD3InhibitorSIS3,1,uM,4,1,3,Gli2,0.388483928
SMAD3InhibitorSIS3,0,uM,8,1,1,Gli2,0.104849227
SMAD3InhibitorSIS3,0,uM,8,1,2,Gli2,0.107197765
SMAD3InhibitorSIS3,0,uM,8,1,3,Gli2,0.124827543
SMAD3InhibitorSIS3,1,uM,8,1,1,Gli2,0.166004982
SMAD3InhibitorSIS3,1,uM,8,1,2,Gli2,0.178773548
SMAD3InhibitorSIS3,1,uM,8,1,3,Gli2,0.178502245
SMAD3InhibitorSIS3,0,uM,16,1,1,Gli2,0.578598449
SMAD3InhibitorSIS3,0,uM,16,1,2,Gli2,0.635935226
SMAD3InhibitorSIS3,0,uM,16,1,3,Gli2,0.549073614
SMAD3InhibitorSIS3,1,uM,16,1,1,Gli2,0.141083857
SMAD3InhibitorSIS3,1,uM,16,1,2,Gli2,0.136723497
SMAD3InhibitorSIS3,1,uM,16,1,3,Gli2,0.142415626
SMAD3InhibitorSIS3,0,uM,4,1,1,PTHrP,0.29462547
SMAD3InhibitorSIS3,0,uM,4,1,2,PTHrP,0.296126206
SMAD3InhibitorSIS3,0,uM,4,1,3,PTHrP,0.304991505
SMAD3InhibitorSIS3,1,uM,4,1,1,PTHrP,0.54308166
SMAD3InhibitorSIS3,1,uM,4,1,2,PTHrP,0.573166811
SMAD3InhibitorSIS3,1,uM,4,1,3,PTHrP,0.431226629
SMAD3InhibitorSIS3,0,uM,8,1,1,PTHrP,0.314836504
SMAD3InhibitorSIS3,0,uM,8,1,2,PTHrP,0.315091155
SMAD3InhibitorSIS3,0,uM,8,1,3,PTHrP,0.386859752
SMAD3InhibitorSIS3,1,uM,8,1,1,PTHrP,0.223808447
SMAD3InhibitorSIS3,1,uM,8,1,2,PTHrP,0.230700555
SMAD3InhibitorSIS3,1,uM,8,1,3,PTHrP,0.235000716
SMAD3InhibitorSIS3,0,uM,16,1,1,PTHrP,1.506398468
SMAD3InhibitorSIS3,0,uM,16,1,2,PTHrP,1.401581461
SMAD3InhibitorSIS3,0,uM,16,1,3,PTHrP,1.347549147
SMAD3InhibitorSIS3,1,uM,16,1,1,PTHrP,0.379306163
SMAD3InhibitorSIS3,1,uM,16,1,2,PTHrP,0.372219028
SMAD3InhibitorSIS3,1,uM,16,1,3,PTHrP,0.393833945
